column_id, column_flow
1072,4.000000
1073,4.000000
1074,4.000000
1075,1.531096
1076,0.000000
1077,4.000000
1078,4.000000
1079,3.999969
1080,4.000000
1081,0.000000
1082,3.995691
1083,4.000000
1084,3.656957
1085,3.989991
1086,4.000000
1087,4.000000
1088,0.000000
1089,4.000000
1090,0.000000
1091,0.000000
1092,4.000000
1093,3.999002
1094,0.000000
1095,1.465790
1096,0.000000
1097,0.000000
1098,4.000000
1099,3.995316
1100,0.000000
1101,4.000000
1102,0.000000
1103,4.000000
1104,3.998734
1105,4.000000
1106,4.000000
1107,4.000000
1108,4.000000
1109,4.000000
1110,4.000000
1111,0.000000
1112,4.000000
1113,4.000000
1114,0.000000
1115,4.000000
1116,0.960360
1117,4.000000
1118,0.000000
1119,1.915107
1120,0.000000
1121,0.000000
1122,0.000000
1123,0.000000
1124,2.115610
1125,0.000000
1126,3.329758
1127,2.699217
1128,0.000000
1129,3.999894
1130,0.000000
1131,3.441492
1132,1.441771
1133,0.000000
1134,3.999485
1135,2.726552
1136,0.375239
1137,0.000000
1138,1.442556
1139,4.000000
1140,0.000000
1141,0.000000
1142,4.000000
1143,1.940249
1144,0.000000
1145,4.000000
1146,4.000000
1147,0.027197
1148,4.000000
1149,3.622260
1150,1.657046
1151,4.000000
1152,4.000000
1153,4.000000
1154,0.000000
1155,0.000000
1156,0.000000
1157,4.000000
1158,1.961541
1159,0.000000
1160,4.000000
1161,0.581997
1162,4.000000
1163,1.504523
1164,0.937897
1165,0.000000
1166,0.000000
1167,0.577438
1168,0.000000
1169,0.000000
1170,1.598987
1171,2.496192
1172,2.038459
1173,1.996993
1174,0.000000
1175,2.003007
1176,0.000000
1177,4.000000
1178,4.000000
1179,4.000000
1180,4.000000
1181,4.000000
1182,0.000000
1183,2.846344
1184,0.000000
1185,0.000000
1186,0.000000
1187,0.000000
1188,0.000000
1189,3.992058
1190,4.000000
1191,4.000000
1192,0.000000
1193,0.000000
1194,0.000000
1195,2.146430
1196,2.179201
1197,4.000000
1198,0.000000
1199,4.000000
1200,0.000000
1201,0.000000
1202,0.558508
1203,4.000000
1204,4.000000
1205,0.000000
1206,0.000000
1207,0.000000
1208,3.178424
1209,3.546291
1210,1.546390
1211,0.427588
1212,4.000000
1213,4.000000
1214,2.165768
1215,3.998658
1216,4.000000
1217,3.058557
1218,4.000000
1219,4.000000
1220,1.125775
1221,4.000000
1222,0.000000
1223,4.000000
1224,4.000000
1225,4.000000
1226,0.000000
1227,0.377740
1228,4.000000
1229,4.000000
1230,0.000000
1231,4.000000
1232,4.000000
1233,4.000000
1234,4.000000
1235,0.000000
1236,4.000000
1237,0.000000
1238,4.000000
1239,2.084800
1240,4.000000
1241,4.000000
1242,1.884390
1243,0.000000
1244,4.000000
1245,4.000000
1246,0.000000
1247,4.000000
1248,0.000000
1249,0.000000
1250,4.000000
1251,1.853570
1252,4.000000
1253,1.273448
1254,0.000000
1255,2.558229
1256,0.000000
1257,3.624762
1258,4.000000
1259,0.000000
1260,4.000000
1261,4.000000
1262,0.000000
1263,0.000000
1264,4.000000
1265,0.000000
1266,4.000000
1267,2.342954
1268,0.000000
1269,0.941443
1270,4.000000
1271,4.000000
1272,4.000000
1273,4.000000
1274,4.000000
1275,4.000000
1276,4.000000
1277,3.062104
1278,3.999938
1279,4.000000
1280,3.999866
1281,4.000000
1282,4.000000
1283,2.397363
1284,1.503808
1285,4.000000
1286,4.000000
1287,4.000000
1288,3.418003
1289,4.000000
1290,2.495476
1291,4.000000
1292,4.000000
1293,4.000000
1294,4.000000
1295,1.153656
1296,3.422561
1297,4.000000
1298,1.300783
1299,0.000000
1300,4.000000
1301,4.000000
1302,3.999836
1303,0.670241
1304,2.059481
1305,4.000000
1306,1.820799
1307,4.000000
1308,0.000000
1309,0.000000
1310,2.557237
1311,0.000000
1312,1.834232
1313,4.000000
1314,0.453709
1315,0.000000
1316,4.000000
1317,2.666012
1318,3.572412
1319,0.000000
1320,2.452887
1321,0.000000
1322,3.972803
1323,4.000000
1324,0.821576
1325,4.000000
1326,4.000000
1327,3.999949
1328,1.333988
1329,4.000000
1330,2.874225
1331,1.354003
1332,0.826547
1333,0.000000
1334,3.218413
1335,0.000000
1336,0.000000
1337,3.999524
1338,0.095045
1339,0.000000
1340,0.000000
1341,4.000000
1342,1.064921
1343,4.000000
1344,4.000000
1345,4.000000
1346,4.000000
1347,4.000000
1348,4.000000
1349,1.756371
1350,2.518207
1351,3.997666
1352,3.671004
1353,3.999947
1354,0.000000
1355,2.856687
1356,4.000000
1357,4.000000
1358,0.000000
1359,0.000000
1360,0.000000
1361,4.000000
1362,0.000000
1363,1.401502
1364,3.999714
1365,0.951686
1366,3.999473
1367,0.000000
1368,1.296432
1369,0.000000
1370,4.000000
1371,0.000000
1372,4.000000
1373,3.999985
1374,0.000000
1375,3.999624
1376,4.000000
1377,4.000000
1378,3.999417
1379,3.999627
1380,4.000000
1381,0.000000
1382,4.000000
1383,3.428401
1384,0.000000
1385,0.704731
1386,3.999908
1387,4.000000
1388,4.000000
1389,3.999853
1390,2.703082
1391,0.000000
1392,2.645997
1393,3.994923
1394,3.999963
1395,0.000000
1396,2.935079
1397,0.000000
1398,4.000000
1399,0.000000
1400,0.781587
1401,0.000000
1402,3.173453
1403,0.042797
1404,0.000000
1405,0.133153
1406,0.000000
1407,2.243629
1408,3.999914
1409,0.000000
1410,3.771802
1411,4.000000
1412,1.480082
1413,4.000000
1414,0.000000
1415,4.000000
1416,0.000000
1417,4.000000
1418,0.000000
1419,4.000000
1420,0.000000
1421,0.000000
1422,2.598498
1423,4.000000
1424,4.000000
1425,4.000000
1426,3.046827
1427,0.000000
1428,3.999814
1429,4.000000
1430,4.000000
1431,0.000000
1432,0.000000
1433,4.000000
1434,0.000000
1435,2.703568
1436,0.328996
1437,0.000000
1438,4.000000
1439,3.999005
1440,1.143314
1441,0.000000
1442,0.000000
1443,0.000000
1444,0.571575
1445,3.957203
1446,3.295269
1447,0.000000
1448,0.000000
1449,0.000000
1450,1.294558
1451,0.000000
1452,4.000000
1453,0.000000
1454,2.484691
1455,0.000000
1456,0.000000
1457,1.126481
1458,0.526269
1459,0.000000
1460,0.000000
1461,0.000000
1462,0.154125
1463,0.000000
1464,0.000000
1465,0.000000
1466,0.000000
1467,2.987246
1468,3.901000
1469,2.759435
1470,0.873032
1471,3.997067
1472,0.594826
1473,4.000000
1474,3.991941
1475,4.000000
1476,0.000000
1477,4.000000
1478,3.343216
1479,4.000000
1480,2.476672
1481,1.522859
1482,0.008058
1483,3.999174
1484,2.225124
1485,0.000000
1486,0.000000
1487,4.000000
1488,3.998506
1489,1.774876
1490,4.000000
1491,0.000000
1492,2.980117
1493,1.162924
1494,4.000000
1495,4.000000
1496,0.643425
1497,2.978397
1498,4.000000
1499,3.999622
1500,0.000000
1501,3.999566
1502,0.000000
1503,0.750689
1504,4.000000
1505,3.999947
1506,0.000000
1507,4.000000
1508,3.999949
1509,0.000000
1510,1.445601
1511,4.000000
1512,3.658054
1513,0.433323
1514,0.000000
1515,1.158144
1516,3.999969
1517,2.862849
1518,0.000000
1519,3.277022
1520,2.020685
1521,1.240566
1522,4.000000
1523,0.002895
1524,4.000000
1525,2.723042
1526,0.000000
1527,4.000000
1528,2.551085
1529,4.000000
1530,4.000000
1531,0.341946
1532,0.000000
1533,3.999738
1534,2.595896
1535,3.999622
1536,4.000000
1537,3.992012
1538,0.655354
1539,3.996963
1540,3.997106
1541,2.627786
1542,4.000000
1543,4.000000
1544,2.873519
1545,0.099000
1546,0.000000
1547,3.998937
1548,1.515309
1549,1.137151
1550,0.000000
1551,0.000000
1552,0.000000
1553,4.000000
1554,0.000000
1555,1.012754
1556,3.999865
1557,0.000000
1558,3.126967
1559,0.777036
1560,0.000000
1561,0.000000
1562,0.000000
1563,0.000000
1564,0.000000
1565,1.021603
1566,1.019853
1567,4.000000
1568,0.000000
1569,0.000000
1570,4.000000
1571,0.000000
1572,2.447336
1573,2.837007
1574,0.000000
1575,1.335890
1576,4.000000
1577,4.000000
1578,1.552549
1579,2.841856
1580,3.412553
1581,0.000000
1582,3.993156
1583,0.000000
1584,3.999107
1585,0.722978
1586,1.404104
1587,0.000000
1588,4.000000
1589,3.063461
1590,3.171437
1591,3.544458
1592,0.000000
1593,4.000000
1594,3.992912
1595,3.999937
1596,4.000000
1597,4.000000
1598,4.000000
1599,4.000000
1600,4.000000
1601,4.000000
1602,3.999236
1603,4.000000
1604,4.000000
1605,0.000000
1606,0.432282
1607,4.000000
1608,0.828563
1609,2.624650
1610,4.000000
1611,4.000000
1612,4.000000
1613,0.000000
1614,1.729657
1615,4.000000
1616,3.992075
1617,4.000000
1618,0.000000
1619,2.828099
1620,4.000000
1621,0.000000
1622,4.000000
1623,3.994740
1624,3.016683
1625,0.278839
1626,4.000000
1627,4.000000
1628,4.000000
1629,4.000000
1630,0.000000
1631,0.000000
1632,0.000000
1633,0.000000
1634,4.000000
1635,0.000000
1636,4.000000
1637,4.000000
1638,0.000000
1639,2.597534
1640,4.000000
1641,4.000000
1642,0.000000
1643,4.000000
1644,0.000000
1645,0.000000
1646,0.936540
1647,0.000000
1648,0.000000
1649,0.000000
1650,0.000000
1651,4.000000
1652,0.000000
1653,0.000000
1654,4.000000
1655,0.000000
1656,0.000000
1657,0.000000
1658,2.633603
1659,2.269034
1660,4.000000
1661,4.000000
1662,0.000000
1663,1.375350
1664,4.000000
1665,3.567718
1666,4.000000
1667,0.000000
1668,0.000000
1669,4.000000
1670,0.000000
1671,0.000000
1672,4.000000
1673,0.000000
1674,4.000000
1675,0.000000
1676,0.000000
1677,1.171901
1678,0.000000
1679,4.000000
1680,0.000000
1681,0.000000
1682,1.366397
1683,1.402465
1684,0.000000
1685,0.000000
1686,0.000000
1687,0.455542
1688,0.000000
1689,0.000000
1690,0.000000
1691,0.000000
1692,0.000000
1693,4.000000
1694,3.999917
1695,0.000000
1696,0.983317
1697,4.000000
1698,4.000000
1699,3.721161
1700,4.000000
1701,0.000000
1702,4.000000
1703,0.000000
1704,0.000000
1705,0.000000
1706,2.987927
1707,0.000000
1708,0.000000
1709,0.000000
1710,0.000000
1711,0.000000
1712,3.987851
1713,3.999881
1714,0.000000
1715,1.505157
1716,3.748791
1717,3.999844
1718,4.000000
1719,1.668043
1720,4.000000
1721,4.000000
1722,2.056733
1723,4.000000
1724,4.000000
1725,4.000000
1726,4.000000
1727,0.521191
1728,0.000000
1729,4.000000
1730,0.000000
1731,4.000000
1732,3.999331
1733,3.999134
1734,4.000000
1735,4.000000
1736,4.000000
1737,4.000000
1738,4.000000
1739,3.999292
1740,0.000000
1741,0.249309
1742,3.592847
1743,0.973107
1744,3.026797
1745,0.000000
1746,0.000000
1747,0.000000
1748,2.331957
1749,2.494843
1750,1.012073
1751,0.000000
1752,0.000000
1753,0.405299
1754,0.000000
1755,0.000000
1756,0.000000
1757,0.000000
1758,0.000000
1759,0.000000
1760,0.494908
1761,0.000000
1762,0.733160
1763,1.448359
1764,0.000000
1765,0.000000
1766,0.000000
1767,0.000000
1768,0.000000
1769,0.000000
1770,0.000000
1771,0.000000
1772,3.526010
1773,0.000000
1774,0.000000
1775,3.999748
1776,0.473919
1777,0.000000
1778,0.000000
1779,0.000000
1780,0.000000
1781,0.000000
1782,0.000000
1783,4.000000
1784,0.000000
1785,2.745649
1786,0.000000
1787,0.000000
1788,0.000000
1789,4.000000
1790,0.592468
